0.97 -0.339707422262182 132.240284547843
0.975 -0.344392847019499 134.295796507442
0.98 -0.348022021415435 136.372499125269
0.985 -0.350694335709121 138.470501071363
0.99 -0.3525008064667 140.589911015766
0.995 -0.353524778255282 142.730837628519
1 -0.353794290028083 144.893389579669
1.005 -0.353477184666077 147.077675539256
1.01 -0.352587677121648 149.283804177323
1.015 -0.351184313982842 151.511884163909
1.02 -0.349225422352147 153.762024169058
1.025 -0.346953280357922 156.034332862813
1.03 -0.344314631133283 158.328918915218
