# Time-averaged data for fix 2
# TimeStep c_my_msd[4] c_msd_com[4]
33900 38.7807 38.7807
34000 39.0631 39.0631
34100 38.8201 38.8201
34200 38.8062 38.8062
34300 38.9677 38.9677
34400 39.2191 39.2191
34500 39.6011 39.6011
34600 39.6622 39.6622
34700 39.5547 39.5547
34800 39.7386 39.7386
34900 40.2164 40.2164
35000 40.766 40.766
35100 40.9188 40.9188
35200 40.8191 40.8191
35300 40.9319 40.9319
35400 41.1392 41.1392
35500 41.4015 41.4015
35600 41.9951 41.9951
35700 42.6312 42.6312
35800 43.1308 43.1308
35900 43.5803 43.5803
36000 43.6256 43.6256
36100 43.8461 43.8461
36200 44.4278 44.4278
36300 44.8362 44.8362
36400 45.3866 45.3866
36500 45.6694 45.6694
36600 45.841 45.841
36700 45.927 45.927
36800 46.1578 46.1578
36900 46.7873 46.7873
37000 47.1125 47.1125
37100 47.1509 47.1509
37200 47.2568 47.2568
37300 47.5887 47.5887
37400 47.5726 47.5726
37500 47.7057 47.7057
37600 47.4915 47.4915
37700 47.4632 47.4632
37800 47.9199 47.9199
37900 48.1077 48.1077
38000 48.0507 48.0507
38100 48.127 48.127
38200 48.3239 48.3239
38300 48.7877 48.7877
38400 49.0652 49.0652
38500 48.78 48.78
38600 48.7058 48.7058
38700 48.8546 48.8546
38800 49.0675 49.0675
38900 49.6338 49.6338
39000 49.8105 49.8105
39100 49.6818 49.6818
39200 49.9002 49.9002
39300 50.0578 50.0578
39400 50.2827 50.2827
39500 50.5456 50.5456
39600 50.3684 50.3684
39700 49.8734 49.8734
39800 49.9198 49.9198
39900 50.2631 50.2631
40000 50.6093 50.6093
40100 51.4858 51.4858
40200 52.4068 52.4068
40300 52.6995 52.6995
40400 52.6359 52.6359
40500 52.627 52.627
40600 53.1233 53.1233
40700 53.4403 53.4403
40800 53.1242 53.1242
40900 53.1489 53.1489
41000 53.5038 53.5038
41100 54.1651 54.1651
41200 54.8006 54.8006
41300 55.3655 55.3655
41400 55.9545 55.9545
41500 56.1594 56.1594
41600 55.947 55.947
41700 55.6237 55.6237
41800 55.5039 55.5039
41900 55.6026 55.6026
42000 55.8829 55.8829
42100 56.0644 56.0644
42200 56.0461 56.0461
42300 56.2849 56.2849
42400 56.5346 56.5346
42500 56.645 56.645
42600 56.3226 56.3226
42700 56.0302 56.0302
42800 56.1715 56.1715
42900 56.2402 56.2402
43000 56.1661 56.1661
43100 56.3564 56.3564
43200 56.5668 56.5668
43300 56.5678 56.5678
43400 57.0187 57.0187
43500 57.2509 57.2509
43600 57.3955 57.3955
43700 57.4043 57.4043
43800 57.0956 57.0956
43900 56.5986 56.5986
44000 56.1441 56.1441
44100 56.1917 56.1917
44200 56.1002 56.1002
44300 55.8823 55.8823
44400 55.9316 55.9316
44500 56.4678 56.4678
44600 56.7455 56.7455
44700 56.4382 56.4382
44800 56.3556 56.3556
44900 56.4037 56.4037
45000 56.4639 56.4639
45100 56.7145 56.7145
45200 57.1851 57.1851
45300 57.5252 57.5252
45400 57.8142 57.8142
45500 57.9861 57.9861
45600 58.0928 58.0928
45700 58.3871 58.3871
45800 58.9817 58.9817
45900 59.5132 59.5132
46000 59.5968 59.5968
46100 59.5782 59.5782
46200 59.4011 59.4011
46300 59.0521 59.0521
46400 58.9715 58.9715
46500 59.2496 59.2496
46600 60.1411 60.1411
46700 60.2449 60.2449
46800 59.8463 59.8463
46900 60.4673 60.4673
47000 61.1283 61.1283
47100 61.1955 61.1955
47200 60.8661 60.8661
47300 60.7445 60.7445
47400 60.8243 60.8243
47500 61.1912 61.1912
47600 61.4609 61.4609
47700 61.2852 61.2852
47800 61.5094 61.5094
47900 61.9695 61.9695
48000 62.5943 62.5943
48100 63.117 63.117
48200 63.6817 63.6817
48300 63.8862 63.8862
48400 63.8375 63.8375
48500 63.7924 63.7924
48600 63.7472 63.7472
48700 63.4409 63.4409
48800 63.5868 63.5868
48900 64.2357 64.2357
49000 64.8881 64.8881
49100 65.2583 65.2583
49200 65.5496 65.5496
49300 65.9592 65.9592
49400 65.946 65.946
49500 66.1999 66.1999
49600 66.6814 66.6814
49700 67.0499 67.0499
49800 67.1125 67.1125
49900 67.0134 67.0134
50000 66.7241 66.7241
