# Time-averaged data for fix 2
# TimeStep c_my_msd[4] c_msd_com[4]
27800 43.9086 43.9086
27900 43.7052 43.7052
28000 43.8506 43.8506
28100 43.7205 43.7205
28200 43.7284 43.7284
28300 43.7815 43.7815
28400 43.7105 43.7105
28500 43.8676 43.8676
28600 44.3238 44.3238
28700 44.682 44.682
28800 44.9245 44.9245
28900 45.1707 45.1707
29000 45.5745 45.5745
29100 45.7988 45.7988
29200 46.0532 46.0532
29300 46.4337 46.4337
29400 46.6512 46.6512
29500 46.6083 46.6083
29600 46.673 46.673
29700 46.97 46.97
29800 47.3558 47.3558
29900 47.4296 47.4296
30000 47.2363 47.2363
30100 47.2444 47.2444
30200 47.7389 47.7389
30300 47.6701 47.6701
30400 47.2745 47.2745
30500 47.4232 47.4232
30600 47.7444 47.7444
30700 47.7704 47.7704
30800 47.6532 47.6532
30900 47.6951 47.6951
31000 48.0067 48.0067
31100 48.3857 48.3857
31200 48.9666 48.9666
31300 49.6986 49.6986
31400 49.9566 49.9566
31500 50.0558 50.0558
31600 50.2542 50.2542
31700 50.361 50.361
31800 50.4226 50.4226
31900 50.6492 50.6492
32000 51.1665 51.1665
32100 51.3663 51.3663
32200 51.5888 51.5888
32300 51.5963 51.5963
32400 51.4408 51.4408
32500 51.6741 51.6741
32600 52.2839 52.2839
32700 52.5147 52.5147
32800 52.3717 52.3717
32900 52.2158 52.2158
33000 52.1862 52.1862
33100 52.3145 52.3145
33200 52.3294 52.3294
33300 52.5414 52.5414
33400 52.5117 52.5117
33500 52.6265 52.6265
33600 53.0077 53.0077
33700 53.4946 53.4946
33800 53.9285 53.9285
33900 54.2596 54.2596
34000 54.3521 54.3521
34100 54.0474 54.0474
34200 53.6743 53.6743
34300 53.8524 53.8524
34400 53.8332 53.8332
34500 53.5743 53.5743
34600 53.1028 53.1028
34700 52.8201 52.8201
34800 52.9913 52.9913
34900 53.6134 53.6134
35000 54.061 54.061
35100 53.9617 53.9617
35200 53.498 53.498
35300 53.1635 53.1635
35400 53.0803 53.0803
35500 53.4375 53.4375
35600 54.0422 54.0422
35700 53.9244 53.9244
35800 54.0398 54.0398
35900 54.6873 54.6873
36000 55.5453 55.5453
36100 55.8895 55.8895
36200 55.7092 55.7092
36300 55.1863 55.1863
36400 54.8983 54.8983
36500 55.2781 55.2781
36600 55.8733 55.8733
36700 56.4909 56.4909
36800 57.1227 57.1227
36900 57.5367 57.5367
37000 57.5421 57.5421
37100 57.9509 57.9509
37200 58.3352 58.3352
37300 58.2757 58.2757
37400 58.1727 58.1727
37500 57.7035 57.7035
37600 57.2286 57.2286
37700 57.2876 57.2876
37800 57.7105 57.7105
37900 57.976 57.976
38000 57.9933 57.9933
38100 58.2551 58.2551
38200 58.6141 58.6141
38300 58.7014 58.7014
38400 58.5438 58.5438
38500 58.9168 58.9168
38600 59.5179 59.5179
38700 59.3828 59.3828
38800 59.3358 59.3358
38900 59.6877 59.6877
39000 60.2497 60.2497
39100 60.3701 60.3701
39200 60.253 60.253
39300 60.5678 60.5678
39400 60.4017 60.4017
39500 60.0277 60.0277
39600 59.7594 59.7594
39700 59.5903 59.5903
39800 59.9073 59.9073
39900 60.5627 60.5627
40000 61.1335 61.1335
40100 61.0129 61.0129
40200 61.149 61.149
40300 61.8199 61.8199
40400 62.1591 62.1591
40500 62.2432 62.2432
40600 62.3704 62.3704
40700 62.2833 62.2833
40800 62.4106 62.4106
40900 62.7238 62.7238
41000 62.6056 62.6056
41100 62.3918 62.3918
41200 62.6469 62.6469
41300 62.8773 62.8773
41400 62.8329 62.8329
41500 62.5802 62.5802
41600 62.2264 62.2264
41700 62.4495 62.4495
41800 63.0859 63.0859
41900 63.3934 63.3934
42000 63.5618 63.5618
42100 63.7908 63.7908
42200 63.8861 63.8861
42300 63.662 63.662
42400 63.3764 63.3764
42500 62.9584 62.9584
42600 63.094 63.094
42700 63.6187 63.6187
42800 64.0733 64.0733
42900 64.6521 64.6521
43000 65.1795 65.1795
43100 65.1529 65.1529
43200 65.3658 65.3658
43300 65.9898 65.9898
43400 66.3644 66.3644
43500 66.3416 66.3416
43600 66.555 66.555
43700 66.8208 66.8208
43800 67.0408 67.0408
43900 67.2422 67.2422
44000 66.8882 66.8882
44100 66.9699 66.9699
44200 66.7465 66.7465
44300 66.7343 66.7343
44400 67.1503 67.1503
44500 67.3975 67.3975
44600 67.5683 67.5683
44700 67.6928 67.6928
44800 67.4279 67.4279
44900 67.0464 67.0464
45000 67.4172 67.4172
45100 67.7745 67.7745
45200 68.1781 68.1781
45300 68.4641 68.4641
45400 68.9827 68.9827
45500 69.1425 69.1425
45600 69.3095 69.3095
45700 69.8017 69.8017
45800 70.2817 70.2817
45900 70.6899 70.6899
46000 70.8947 70.8947
46100 70.6828 70.6828
46200 70.6902 70.6902
46300 71.2642 71.2642
46400 71.1592 71.1592
46500 70.7162 70.7162
46600 70.4952 70.4952
46700 70.249 70.249
46800 70.3958 70.3958
46900 70.9001 70.9001
47000 71.0683 71.0683
47100 71.2827 71.2827
47200 71.8611 71.8611
47300 72.1035 72.1035
47400 71.9845 71.9845
47500 71.6897 71.6897
47600 71.7153 71.7153
47700 72.3567 72.3567
47800 72.6902 72.6902
47900 72.3251 72.3251
48000 71.6362 71.6362
48100 71.2907 71.2907
48200 71.2192 71.2192
48300 71.3793 71.3793
48400 71.4968 71.4968
48500 71.5452 71.5452
48600 71.611 71.611
48700 71.9265 71.9265
48800 72.0765 72.0765
48900 72.6073 72.6073
49000 73.1449 73.1449
49100 73.3964 73.3964
49200 73.153 73.153
49300 73.243 73.243
49400 73.9368 73.9368
49500 74.4705 74.4705
49600 74.806 74.806
49700 74.5057 74.5057
49800 74.089 74.089
49900 74.4455 74.4455
50000 74.6424 74.6424
