# Time-averaged data for fix 2
# TimeStep c_my_msd[4] c_msd_com[4]
11300 19.9862 19.9862
11400 20.3094 20.3094
11500 20.4481 20.4481
11600 20.7668 20.7668
11700 21.2575 21.2575
11800 21.4974 21.4974
11900 21.5234 21.5234
12000 21.3703 21.3703
12100 21.4704 21.4704
12200 21.8306 21.8306
12300 22.0477 22.0477
12400 22.2454 22.2454
12500 22.27 22.27
12600 22.0156 22.0156
12700 22.0521 22.0521
12800 22.2619 22.2619
12900 22.4885 22.4885
13000 22.8368 22.8368
13100 23.079 23.079
13200 23.2719 23.2719
13300 23.3951 23.3951
13400 23.226 23.226
13500 22.9135 22.9135
13600 22.6856 22.6856
13700 22.7283 22.7283
13800 22.7538 22.7538
13900 22.7508 22.7508
14000 22.7474 22.7474
14100 22.7808 22.7808
14200 22.7299 22.7299
14300 22.5817 22.5817
14400 22.7152 22.7152
14500 22.9255 22.9255
14600 23.1784 23.1784
14700 23.6943 23.6943
14800 23.9499 23.9499
14900 24.0687 24.0687
15000 24.3372 24.3372
15100 24.5315 24.5315
15200 24.6681 24.6681
15300 24.867 24.867
15400 25.6176 25.6176
15500 26.2015 26.2015
15600 26.1125 26.1125
15700 26.3347 26.3347
15800 26.4578 26.4578
15900 26.2735 26.2735
16000 26.4404 26.4404
16100 26.8988 26.8988
16200 27.0562 27.0562
16300 27.1461 27.1461
16400 26.9554 26.9554
16500 26.8285 26.8285
16600 26.9225 26.9225
16700 26.7441 26.7441
16800 26.5554 26.5554
16900 26.2276 26.2276
17000 25.8951 25.8951
17100 25.9279 25.9279
17200 26.3176 26.3176
17300 26.8046 26.8046
17400 27.0709 27.0709
17500 27.1534 27.1534
17600 27.2557 27.2557
17700 27.6172 27.6172
17800 28.17 28.17
17900 28.5501 28.5501
18000 29.0828 29.0828
18100 29.5209 29.5209
18200 30.0246 30.0246
18300 30.7014 30.7014
18400 31.1019 31.1019
18500 31.1847 31.1847
18600 30.9603 30.9603
18700 30.7504 30.7504
18800 30.6988 30.6988
18900 30.7421 30.7421
19000 30.85 30.85
19100 30.9433 30.9433
19200 31.0542 31.0542
19300 31.2382 31.2382
19400 31.7122 31.7122
19500 32.0408 32.0408
19600 32.2908 32.2908
19700 32.7468 32.7468
19800 33.2888 33.2888
19900 33.753 33.753
20000 33.8442 33.8442
20100 34.0906 34.0906
20200 34.4601 34.4601
20300 34.9116 34.9116
20400 35.4164 35.4164
20500 35.3519 35.3519
20600 35.145 35.145
20700 35.1151 35.1151
20800 35.2385 35.2385
20900 35.3605 35.3605
21000 35.4047 35.4047
21100 35.1773 35.1773
21200 35.4619 35.4619
21300 35.7975 35.7975
21400 35.964 35.964
21500 36.2042 36.2042
21600 36.4046 36.4046
21700 36.9165 36.9165
21800 36.8271 36.8271
21900 36.6727 36.6727
22000 37.0657 37.0657
22100 37.5158 37.5158
22200 37.7097 37.7097
22300 37.5914 37.5914
22400 37.5058 37.5058
22500 37.5927 37.5927
22600 37.3693 37.3693
22700 37.4081 37.4081
22800 37.7869 37.7869
22900 38.0876 38.0876
23000 38.2398 38.2398
23100 37.9037 37.9037
23200 38.0239 38.0239
23300 38.4892 38.4892
23400 38.9445 38.9445
23500 39.4221 39.4221
23600 39.5195 39.5195
23700 39.4746 39.4746
23800 39.709 39.709
23900 40.105 40.105
24000 40.3329 40.3329
24100 40.3838 40.3838
24200 40.3758 40.3758
24300 40.1592 40.1592
24400 40.5482 40.5482
24500 41.2291 41.2291
24600 41.6456 41.6456
24700 41.9931 41.9931
24800 42.4857 42.4857
24900 42.5762 42.5762
25000 42.6252 42.6252
25100 42.7223 42.7223
25200 42.8879 42.8879
25300 42.8458 42.8458
25400 42.5625 42.5625
25500 42.3696 42.3696
25600 42.4698 42.4698
25700 42.6047 42.6047
25800 42.5652 42.5652
25900 42.627 42.627
26000 42.6542 42.6542
26100 42.4188 42.4188
26200 42.3403 42.3403
26300 42.4294 42.4294
26400 42.2794 42.2794
26500 42.286 42.286
26600 42.8128 42.8128
26700 42.9868 42.9868
26800 43.2229 43.2229
26900 43.528 43.528
27000 44.0007 44.0007
27100 44.5459 44.5459
27200 44.9898 44.9898
27300 45.1414 45.1414
27400 45.2685 45.2685
27500 44.8219 44.8219
27600 44.1884 44.1884
27700 43.4514 43.4514
27800 43.5547 43.5547
27900 44.367 44.367
28000 45.0004 45.0004
28100 45.3258 45.3258
28200 45.5598 45.5598
28300 45.8727 45.8727
28400 46.1777 46.1777
28500 46.303 46.303
28600 46.3324 46.3324
28700 46.355 46.355
28800 46.5399 46.5399
28900 47.1042 47.1042
29000 47.5117 47.5117
29100 47.3781 47.3781
29200 47.5961 47.5961
29300 47.9662 47.9662
29400 48.0938 48.0938
29500 47.9467 47.9467
29600 48.1833 48.1833
29700 48.612 48.612
29800 48.9275 48.9275
29900 49.1069 49.1069
30000 49.4516 49.4516
30100 50.0171 50.0171
30200 50.5746 50.5746
30300 50.7979 50.7979
30400 50.7624 50.7624
30500 50.6827 50.6827
30600 50.6818 50.6818
30700 51.3225 51.3225
30800 51.3995 51.3995
30900 51.059 51.059
31000 51.1972 51.1972
31100 51.3805 51.3805
31200 51.5765 51.5765
31300 51.9588 51.9588
31400 52.2581 52.2581
31500 52.3721 52.3721
31600 52.3085 52.3085
31700 52.5416 52.5416
31800 52.7177 52.7177
31900 52.5947 52.5947
32000 52.3755 52.3755
32100 52.2382 52.2382
32200 52.4418 52.4418
32300 52.7038 52.7038
32400 52.6735 52.6735
32500 52.5068 52.5068
32600 52.923 52.923
32700 53.5016 53.5016
32800 53.9828 53.9828
32900 54.0623 54.0623
33000 53.6574 53.6574
33100 53.4382 53.4382
33200 53.4032 53.4032
33300 53.2336 53.2336
33400 53.737 53.737
33500 54.5652 54.5652
33600 54.867 54.867
33700 55.0787 55.0787
33800 55.5841 55.5841
33900 56.0735 56.0735
34000 56.3419 56.3419
34100 56.0813 56.0813
34200 55.7711 55.7711
34300 55.7842 55.7842
34400 56.012 56.012
34500 56.2215 56.2215
34600 56.13 56.13
34700 56.4671 56.4671
34800 56.7093 56.7093
34900 57.1097 57.1097
35000 57.6853 57.6853
35100 58.1193 58.1193
35200 58.2626 58.2626
35300 58.1822 58.1822
35400 58.0817 58.0817
35500 57.6204 57.6204
35600 57.0223 57.0223
35700 56.3647 56.3647
35800 56.5932 56.5932
35900 56.6009 56.6009
36000 56.09 56.09
36100 56.1023 56.1023
36200 56.4047 56.4047
36300 56.2855 56.2855
36400 56.2934 56.2934
36500 56.8898 56.8898
36600 57.4438 57.4438
36700 57.8442 57.8442
36800 57.8497 57.8497
36900 57.4329 57.4329
37000 57.0235 57.0235
37100 56.5403 56.5403
37200 56.6988 56.6988
37300 56.5076 56.5076
37400 56.1146 56.1146
37500 56.5038 56.5038
37600 56.6641 56.6641
37700 56.8401 56.8401
37800 57.4206 57.4206
37900 58.0493 58.0493
38000 58.2835 58.2835
38100 58.1422 58.1422
38200 58.3068 58.3068
38300 59.3206 59.3206
38400 60.1659 60.1659
38500 60.2253 60.2253
38600 59.9164 59.9164
38700 59.3943 59.3943
38800 59.005 59.005
38900 58.912 58.912
39000 58.7705 58.7705
39100 59.2424 59.2424
39200 59.8395 59.8395
39300 60.0075 60.0075
39400 59.9715 59.9715
39500 60.2477 60.2477
39600 60.2289 60.2289
39700 60.0725 60.0725
39800 59.7835 59.7835
39900 59.3361 59.3361
40000 59.1852 59.1852
40100 59.4294 59.4294
40200 59.8053 59.8053
40300 59.7296 59.7296
40400 59.809 59.809
40500 60.3655 60.3655
40600 61.0949 61.0949
40700 61.8165 61.8165
40800 62.4423 62.4423
40900 63.0803 63.0803
41000 63.5763 63.5763
41100 63.4679 63.4679
41200 63.1614 63.1614
41300 62.9249 62.9249
41400 62.7487 62.7487
41500 62.8601 62.8601
41600 63.3296 63.3296
41700 63.9808 63.9808
41800 65.0671 65.0671
41900 65.6377 65.6377
42000 65.7726 65.7726
42100 65.9248 65.9248
42200 65.6679 65.6679
42300 65.5496 65.5496
42400 65.8494 65.8494
42500 65.9055 65.9055
42600 65.5938 65.5938
42700 65.6371 65.6371
42800 66.1444 66.1444
42900 66.781 66.781
43000 67.4446 67.4446
43100 67.4535 67.4535
43200 67.3662 67.3662
43300 67.2517 67.2517
43400 67.1072 67.1072
43500 67.5791 67.5791
43600 67.6772 67.6772
43700 67.6009 67.6009
43800 68.1111 68.1111
43900 68.7949 68.7949
44000 69.5604 69.5604
44100 70.3438 70.3438
44200 70.9798 70.9798
44300 71.1815 71.1815
44400 71.4288 71.4288
44500 71.4803 71.4803
44600 71.9856 71.9856
44700 72.9605 72.9605
44800 72.8915 72.8915
44900 72.9736 72.9736
45000 73.3117 73.3117
45100 73.3763 73.3763
45200 73.6656 73.6656
45300 73.383 73.383
45400 72.6757 72.6757
45500 71.9863 71.9863
45600 71.9624 71.9624
45700 71.8804 71.8804
45800 71.7081 71.7081
45900 71.8164 71.8164
46000 71.607 71.607
46100 71.7816 71.7816
46200 71.8007 71.8007
46300 71.3898 71.3898
46400 71.6155 71.6155
46500 72.2043 72.2043
46600 72.9132 72.9132
46700 73.1282 73.1282
46800 73.1143 73.1143
46900 73.1483 73.1483
47000 72.9786 72.9786
47100 73.1586 73.1586
47200 73.2208 73.2208
47300 72.8141 72.8141
47400 72.4784 72.4784
47500 73.1199 73.1199
47600 73.825 73.825
47700 74.1384 74.1384
47800 74.5636 74.5636
47900 74.8342 74.8342
48000 75.1065 75.1065
48100 75.5063 75.5063
48200 76.1335 76.1335
48300 76.8217 76.8217
48400 76.9167 76.9167
48500 76.714 76.714
48600 76.9109 76.9109
48700 76.9669 76.9669
48800 76.6139 76.6139
48900 75.9758 75.9758
49000 75.3974 75.3974
49100 74.9994 74.9994
49200 74.7461 74.7461
49300 75.0029 75.0029
49400 75.456 75.456
49500 75.3407 75.3407
49600 75.5601 75.5601
49700 76.1701 76.1701
49800 76.2159 76.2159
49900 76.277 76.277
50000 77.2109 77.2109
