# Time-averaged data for fix 2
# TimeStep c_my_msd[4] c_msd_com[4]
29000 51.9957 51.9957
29100 51.8447 51.8447
29200 51.8148 51.8148
29300 52.0863 52.0863
29400 52.4161 52.4161
29500 52.3019 52.3019
29600 52.4104 52.4104
29700 52.8269 52.8269
29800 53.0269 53.0269
29900 53.2233 53.2233
30000 53.107 53.107
30100 52.9928 52.9928
30200 53.4911 53.4911
30300 53.8826 53.8826
30400 53.3573 53.3573
30500 53.1906 53.1906
30600 53.4376 53.4376
30700 53.4534 53.4534
30800 53.3738 53.3738
30900 53.1008 53.1008
31000 53.1904 53.1904
31100 54.0539 54.0539
31200 54.8013 54.8013
31300 54.7927 54.7927
31400 55.2895 55.2895
31500 55.7103 55.7103
31600 56.1293 56.1293
31700 56.8282 56.8282
31800 57.8014 57.8014
31900 58.7 58.7
32000 59.0991 59.0991
32100 59.5291 59.5291
32200 59.8677 59.8677
32300 59.8379 59.8379
32400 59.7413 59.7413
32500 60.1091 60.1091
32600 60.1092 60.1092
32700 59.9751 59.9751
32800 60.1754 60.1754
32900 59.7633 59.7633
33000 59.5355 59.5355
33100 60.1146 60.1146
33200 60.7364 60.7364
33300 61.1941 61.1941
33400 61.5723 61.5723
33500 61.8516 61.8516
33600 62.1224 62.1224
33700 62.2656 62.2656
33800 62.5774 62.5774
33900 63.3116 63.3116
34000 63.8349 63.8349
34100 64.1525 64.1525
34200 64.0184 64.0184
34300 63.6948 63.6948
34400 63.7465 63.7465
34500 63.9728 63.9728
34600 64.3569 64.3569
34700 64.8878 64.8878
34800 65.4419 65.4419
34900 65.7746 65.7746
35000 66.2279 66.2279
35100 66.8678 66.8678
35200 67.1849 67.1849
35300 67.216 67.216
35400 67.1797 67.1797
35500 67.7178 67.7178
35600 67.9691 67.9691
35700 68.313 68.313
35800 68.5909 68.5909
35900 68.3194 68.3194
36000 67.7826 67.7826
36100 67.8387 67.8387
36200 68.726 68.726
36300 69.5563 69.5563
36400 69.7305 69.7305
36500 69.9315 69.9315
36600 70.4455 70.4455
36700 71.0424 71.0424
36800 71.6375 71.6375
36900 72.3226 72.3226
37000 72.5009 72.5009
37100 72.5117 72.5117
37200 72.4355 72.4355
37300 72.4844 72.4844
37400 72.9601 72.9601
37500 73.4312 73.4312
37600 73.6177 73.6177
37700 73.8327 73.8327
37800 74.314 74.314
37900 74.8448 74.8448
38000 75.2142 75.2142
38100 75.544 75.544
38200 76.0823 76.0823
38300 76.7886 76.7886
38400 77.0503 77.0503
38500 77.4673 77.4673
38600 77.3291 77.3291
38700 76.9585 76.9585
38800 77.2433 77.2433
38900 77.5422 77.5422
39000 77.3077 77.3077
39100 77.3387 77.3387
39200 77.875 77.875
39300 77.8478 77.8478
39400 78.0723 78.0723
39500 78.2329 78.2329
39600 78.0733 78.0733
39700 78.6316 78.6316
39800 79.6591 79.6591
39900 79.6406 79.6406
40000 79.5429 79.5429
40100 79.5528 79.5528
40200 79.3082 79.3082
40300 79.2028 79.2028
40400 79.517 79.517
40500 80.0062 80.0062
40600 80.1928 80.1928
40700 80.2184 80.2184
40800 80.2327 80.2327
40900 80.1781 80.1781
41000 80.6243 80.6243
41100 81.2414 81.2414
41200 81.0058 81.0058
41300 80.9385 80.9385
41400 80.7402 80.7402
41500 80.0813 80.0813
41600 80.1058 80.1058
41700 80.7333 80.7333
41800 81.1461 81.1461
41900 81.3114 81.3114
42000 81.6439 81.6439
42100 81.9031 81.9031
42200 82.5077 82.5077
42300 82.6194 82.6194
42400 82.1865 82.1865
42500 82.1461 82.1461
42600 82.0356 82.0356
42700 82.1929 82.1929
42800 83.053 83.053
42900 84.0792 84.0792
43000 84.6162 84.6162
43100 85.2431 85.2431
43200 85.1841 85.1841
43300 84.246 84.246
43400 84.0439 84.0439
43500 84.4116 84.4116
43600 84.8013 84.8013
43700 85.1581 85.1581
43800 85.1901 85.1901
43900 85.5595 85.5595
44000 85.9472 85.9472
44100 86.8901 86.8901
44200 87.6227 87.6227
44300 87.2327 87.2327
44400 86.9142 86.9142
44500 87.5633 87.5633
44600 87.7144 87.7144
44700 87.8412 87.8412
44800 88.6054 88.6054
44900 89.125 89.125
45000 89.3304 89.3304
45100 89.4564 89.4564
45200 89.8209 89.8209
45300 90.1312 90.1312
45400 89.954 89.954
45500 89.2864 89.2864
45600 88.6263 88.6263
45700 88.6008 88.6008
45800 89.0249 89.0249
45900 89.5552 89.5552
46000 89.9619 89.9619
46100 90.6427 90.6427
46200 91.2713 91.2713
46300 91.2654 91.2654
46400 90.7789 90.7789
46500 90.867 90.867
46600 91.3788 91.3788
46700 91.3973 91.3973
46800 90.6432 90.6432
46900 90.7908 90.7908
47000 90.9431 90.9431
47100 91.171 91.171
47200 91.1385 91.1385
47300 91.1212 91.1212
47400 91.5508 91.5508
47500 92.2112 92.2112
47600 93.1695 93.1695
47700 94.3039 94.3039
47800 94.6995 94.6995
47900 93.7496 93.7496
48000 93.6851 93.6851
48100 94.0569 94.0569
48200 94.3563 94.3563
48300 94.9272 94.9272
48400 95.7131 95.7131
48500 96.0334 96.0334
48600 95.9473 95.9473
48700 95.7072 95.7072
48800 96.3659 96.3659
48900 97.0876 97.0876
49000 96.9801 96.9801
49100 96.8903 96.8903
49200 97.2873 97.2873
49300 97.0303 97.0303
49400 96.763 96.763
49500 97.152 97.152
49600 97.4636 97.4636
49700 97.7832 97.7832
49800 97.9349 97.9349
49900 97.6803 97.6803
50000 97.7998 97.7998
